Commodity,Port,Time,Containerized Vessel SWT (Gen) (kg),Customs Containerized Vessel Value (Gen) ($US)
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",10/1/2020,"8,394,899","10,084,030"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",11/1/2020,"12,893,913","13,861,989"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",12/1/2020,"10,490,054","12,097,003"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",1/1/2021,"9,917,461","11,041,397"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",2/1/2021,"9,614,487","9,214,756"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",3/1/2021,"13,150,801","15,197,000"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",4/1/2021,"14,214,173","16,966,171"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",5/1/2021,"13,674,704","15,101,875"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",6/1/2021,"13,893,165","15,395,259"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",7/1/2021,"14,507,782","16,740,827"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",8/1/2021,"12,050,732","12,562,231"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",9/1/2021,"9,711,860","8,848,219"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",10/1/2021,"11,888,171","13,341,197"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",11/1/2021,"9,465,998","11,233,482"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",12/1/2021,"12,376,723","14,223,357"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",1/1/2022,"9,052,219","9,431,866"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",2/1/2022,"10,672,297","11,515,609"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",3/1/2022,"11,711,719","14,209,753"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",4/1/2022,"9,533,440","11,067,220"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",5/1/2022,"13,099,752","14,349,002"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",6/1/2022,"8,504,329","9,662,672"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",7/1/2022,"12,884,287","13,946,354"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",8/1/2022,"10,478,923","12,622,433"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",9/1/2022,"9,147,676","12,372,246"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",10/1/2022,"11,733,750","13,840,707"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",11/1/2022,"7,467,567","8,862,290"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",12/1/2022,"11,054,214","15,094,320"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",1/1/2023,"11,295,450","16,550,739"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",2/1/2023,"9,116,870","16,880,820"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",3/1/2023,"14,537,943","27,876,093"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",4/1/2023,"13,079,722","25,924,343"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",5/1/2023,"12,631,584","25,959,092"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",6/1/2023,"12,621,906","22,769,391"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",7/1/2023,"11,487,164","18,342,871"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",8/1/2023,"14,807,493","23,317,205"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",9/1/2023,"10,278,587","17,601,760"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",10/1/2023,"10,647,608","14,854,378"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",11/1/2023,"12,292,752","13,106,059"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",12/1/2023,"13,278,873","12,912,478"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",1/1/2024,"15,557,319","15,481,208"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",2/1/2024,"12,503,390","11,306,417"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",3/1/2024,"19,797,278","20,687,077"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",4/1/2024,"20,521,058","25,098,613"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Los Angeles-Long Beach, CA (Port)",5/1/2024,"14,858,368","19,558,357"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2003,"6,056,278","4,130,834"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2003,"4,305,336","3,519,146"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2003,"6,443,646","4,654,870"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2003,"6,567,786","5,328,628"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2003,"6,917,618","5,021,931"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2003,"6,269,444","4,997,332"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2003,"7,077,681","5,603,684"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2003,"7,686,549","6,367,288"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2003,"5,992,973","4,804,321"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2003,"7,375,890","5,969,733"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2003,"7,643,391","5,980,913"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2003,"9,561,153","7,432,649"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2004,"7,127,783","5,931,569"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2004,"8,857,364","6,719,236"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2004,"10,553,336","9,495,183"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2004,"9,520,529","8,767,705"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2004,"7,544,805","6,937,402"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2004,"8,145,273","7,459,976"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2004,"7,073,013","6,130,981"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2004,"6,061,331","5,436,148"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2004,"6,259,817","5,142,077"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2004,"6,859,877","5,794,872"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2004,"7,383,858","6,133,337"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2004,"8,557,580","7,764,104"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2005,"7,060,879","6,404,728"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2005,"7,036,173","6,508,895"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2005,"8,319,158","7,209,698"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2005,"7,366,961","6,660,307"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2005,"8,336,169","7,277,514"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2005,"8,266,737","8,454,602"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2005,"8,700,554","7,943,242"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2005,"6,912,180","6,968,998"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2005,"8,972,888","7,762,906"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2005,"9,427,729","8,595,682"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2005,"10,073,110","8,143,974"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2005,"8,625,625","6,947,571"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2006,"8,401,512","6,046,981"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2006,"7,747,412","6,354,846"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2006,"10,908,831","9,129,262"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2006,"10,598,341","7,903,057"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2006,"9,222,756","7,989,639"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2006,"9,142,981","7,495,568"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2006,"9,242,539","7,938,416"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2006,"8,684,208","7,616,021"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2006,"9,317,195","7,847,567"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2006,"10,256,322","8,637,041"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2006,"12,103,198","10,332,096"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2006,"9,416,343","8,299,400"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2007,"8,051,827","7,761,918"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2007,"6,769,050","6,642,021"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2007,"9,130,659","8,864,450"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2007,"8,374,602","8,759,249"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2007,"9,064,858","10,466,750"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2007,"8,338,069","9,459,425"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2007,"9,811,419","10,978,008"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2007,"9,210,120","9,841,147"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2007,"7,961,018","9,241,746"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2007,"11,481,214","11,997,090"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2007,"8,267,186","9,444,727"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2007,"9,350,436","12,225,403"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2008,"10,289,011","11,479,292"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2008,"10,031,548","11,963,790"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2008,"10,131,060","13,320,554"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2008,"13,162,073","15,927,690"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2008,"10,496,655","13,758,649"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2008,"10,635,271","13,880,186"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2008,"9,963,965","13,415,034"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2008,"7,115,719","9,543,078"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2008,"10,049,074","14,953,626"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2008,"10,703,855","14,611,026"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2008,"6,695,901","8,060,262"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2008,"9,877,501","12,506,046"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2009,"6,345,164","7,852,506"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2009,"6,130,581","9,132,360"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2009,"8,206,609","8,984,101"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2009,"6,907,309","8,452,642"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2009,"6,151,568","7,384,552"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2009,"9,794,712","13,035,842"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2009,"10,159,954","15,223,546"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2009,"10,979,223","13,746,357"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2009,"9,221,030","10,791,909"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2009,"11,081,254","13,049,744"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2009,"9,321,490","11,917,114"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2009,"11,734,292","15,294,375"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2010,"10,023,285","14,317,808"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2010,"9,651,931","11,406,366"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2010,"9,950,717","12,789,497"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2010,"10,966,922","13,349,031"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2010,"9,478,861","12,746,275"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2010,"12,453,740","16,043,672"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2010,"13,658,496","17,061,425"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2010,"12,209,786","13,124,854"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2010,"11,887,019","17,174,277"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2010,"10,675,359","11,689,578"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2010,"14,291,660","14,260,444"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2010,"14,685,093","16,421,691"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2011,"13,281,889","14,999,266"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2011,"12,381,267","15,851,585"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2011,"15,139,324","17,837,450"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2011,"12,647,606","14,452,374"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2011,"12,709,328","17,518,301"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2011,"11,760,159","15,534,873"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2011,"12,290,794","17,253,050"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2011,"11,218,249","15,225,721"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2011,"11,762,658","14,459,178"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2011,"16,726,459","19,638,720"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2011,"16,959,380","20,246,018"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2011,"17,958,516","18,876,388"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2012,"18,134,841","20,000,416"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2012,"17,502,675","20,258,818"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2012,"16,142,248","18,450,864"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2012,"15,419,762","17,204,001"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2012,"14,996,880","18,890,236"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2012,"12,669,831","17,517,219"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2012,"14,323,559","17,239,635"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2012,"15,300,650","16,308,627"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2012,"15,536,667","16,949,854"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2012,"15,615,456","15,995,488"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2012,"17,192,081","19,559,023"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2012,"15,615,630","17,754,921"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2013,"14,702,979","14,978,718"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2013,"14,687,775","16,622,780"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2013,"17,289,179","19,745,651"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2013,"16,742,271","18,104,881"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2013,"19,557,023","22,081,165"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2013,"16,509,524","21,453,413"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2013,"15,584,206","19,834,359"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2013,"12,036,899","15,614,032"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2013,"16,375,491","19,923,105"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2013,"14,282,645","16,099,666"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2013,"13,423,693","16,165,426"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2013,"17,787,423","20,451,860"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2014,"14,250,955","16,477,511"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2014,"11,876,990","15,207,499"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2014,"20,548,084","24,075,783"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2014,"18,366,520","21,293,137"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2014,"15,974,977","17,085,560"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2014,"13,421,730","18,320,113"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2014,"15,745,613","19,911,153"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2014,"11,872,136","15,137,127"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2014,"10,641,587","13,638,170"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2014,"13,516,603","15,595,732"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2014,"16,382,449","21,097,641"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2014,"18,534,931","21,350,088"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2015,"19,005,572","22,869,638"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2015,"16,294,984","17,662,678"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2015,"19,499,755","21,016,561"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2015,"18,635,701","20,117,959"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2015,"18,792,284","20,584,090"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2015,"19,262,831","19,499,502"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2015,"19,603,306","21,138,231"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2015,"17,058,144","18,295,627"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2015,"16,260,865","17,360,292"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2015,"20,219,729","18,469,255"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2015,"19,846,934","19,651,296"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2015,"18,848,977","18,961,048"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2016,"15,210,816","15,428,909"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2016,"17,116,282","17,498,458"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2016,"21,870,287","22,043,255"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2016,"18,747,640","19,788,805"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2016,"18,166,555","18,403,725"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2016,"18,848,234","18,431,756"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2016,"18,494,376","19,006,769"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2016,"18,024,718","17,828,721"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2016,"16,710,715","17,008,597"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2016,"17,161,192","17,433,353"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2016,"16,948,491","16,871,869"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2016,"17,165,042","16,621,696"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2017,"17,694,461","16,668,838"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2017,"16,781,897","15,990,940"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2017,"19,562,804","18,296,041"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2017,"20,313,357","21,672,205"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2017,"24,621,531","23,592,896"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2017,"22,650,219","23,138,596"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2017,"20,288,669","19,609,336"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2017,"22,467,175","23,119,449"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2017,"20,687,814","19,835,537"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2017,"23,353,809","23,702,561"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2017,"24,843,016","25,058,209"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2017,"23,265,158","22,199,388"
